CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
40a7d96ff35d   cliente_historico   0.09%     25.62MiB / 3.823GiB   0.65%     13.5kB / 5.79kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   0.52%     19.97MiB / 3.823GiB   0.51%     1.61MB / 2.57MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   0.90%     31.82MiB / 3.823GiB   0.81%     1.79MB / 1.99MB   0B / 0B      8
48e73dd4ab5d   sectorizador        0.00%     24.14MiB / 3.823GiB   0.62%     822kB / 809kB     0B / 0B      4
c46f710821e4   cliente_atm         1.58%     23.65MiB / 3.823GiB   0.60%     23.9kB / 36.9kB   0B / 0B      1
cd6bfe45793d   kafka_ui            0.15%     240.9MiB / 3.823GiB   6.15%     55.9kB / 6.24kB   0B / 205kB   35
0802920a6c28   redis               0.83%     10.57MiB / 3.823GiB   0.27%     3.35MB / 1.21MB   0B / 0B      6
f29aad2c7381   mongodb             0.72%     95.04MiB / 3.823GiB   2.43%     1.95MB / 570kB    0B / 0B      36
f790aa9a62cf   kafka               327.46%   522.1MiB / 3.823GiB   13.34%    1.31MB / 2.53MB   0B / 238kB   147
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.28%     211.4MiB / 3.823GiB   5.40%     9.46kB / 1.19MB   0B / 0B      2
40a7d96ff35d   cliente_historico   0.08%     25.62MiB / 3.823GiB   0.65%     13.5kB / 5.79kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   0.66%     19.97MiB / 3.823GiB   0.51%     1.61MB / 2.57MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   1.00%     31.82MiB / 3.823GiB   0.81%     1.8MB / 2MB       0B / 0B      8
48e73dd4ab5d   sectorizador        0.00%     24.14MiB / 3.823GiB   0.62%     822kB / 809kB     0B / 0B      4
c46f710821e4   cliente_atm         2.54%     23.65MiB / 3.823GiB   0.60%     25.2kB / 39.1kB   0B / 0B      1
cd6bfe45793d   kafka_ui            0.12%     240.9MiB / 3.823GiB   6.15%     55.9kB / 6.24kB   0B / 205kB   35
0802920a6c28   redis               0.98%     10.57MiB / 3.823GiB   0.27%     3.35MB / 1.21MB   0B / 0B      6
f29aad2c7381   mongodb             1.20%     95.11MiB / 3.823GiB   2.43%     1.95MB / 570kB    0B / 0B      36
f790aa9a62cf   kafka               323.44%   507.7MiB / 3.823GiB   12.97%    1.32MB / 2.53MB   0B / 238kB   148
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
860517acb542   productor           0.74%     211.4MiB / 3.823GiB   5.40%     10.6kB / 1.39MB   0B / 0B      2
40a7d96ff35d   cliente_historico   0.17%     25.62MiB / 3.823GiB   0.65%     14.3kB / 6.05kB   0B / 0B      4
886b94cdcddd   consumidor_redis1   35.25%    20.01MiB / 3.823GiB   0.51%     1.87MB / 2.99MB   0B / 0B      2
ed31fdfa6e8f   consumidor_mongo1   59.57%    31.82MiB / 3.823GiB   0.81%     2.05MB / 2.18MB   0B / 0B      8
