CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
419d1a66ad25   sectorizador        33.53%    26.45MiB / 3.823GiB   0.68%     2.75MB / 2.6MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   28.18%    22.49MiB / 3.823GiB   0.57%     5.25MB / 7.6MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   45.70%    37.69MiB / 3.823GiB   0.96%     6.43MB / 6.24MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   35.85%    38.82MiB / 3.823GiB   0.99%     7.35MB / 7.95MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   17.68%    36.4MiB / 3.823GiB    0.93%     5.79MB / 5.89MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.09%     26.75MiB / 3.823GiB   0.68%     28.4kB / 10.3kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.28%     230.3MiB / 3.823GiB   5.88%     81.3kB / 8.43kB   106MB / 365kB    36
a904fd02bd23   mongodb             67.16%    183MiB / 3.823GiB     4.68%     25MB / 7.13MB     151MB / 0B       52
ceb0d2ea3b2c   redis               50.69%    13.5MiB / 3.823GiB    0.34%     39.1MB / 8.2MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               61.07%    551.2MiB / 3.823GiB   14.08%    19.7MB / 36.1MB   73.6MB / 238kB   162
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.45%     1.295GiB / 3.823GiB   33.89%    37.9kB / 19.4MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   20.47%    22.72MiB / 3.823GiB   0.58%     6.95MB / 11MB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   15.14%    37.07MiB / 3.823GiB   0.95%     5.62MB / 5.35MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   33.65%    21.85MiB / 3.823GiB   0.56%     7.08MB / 11.3MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.06%     25.49MiB / 3.823GiB   0.65%     70kB / 113kB      11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   35.01%    23.3MiB / 3.823GiB    0.60%     6MB / 9.56MB      1.61MB / 0B      2
419d1a66ad25   sectorizador        29.73%    26.46MiB / 3.823GiB   0.68%     2.82MB / 2.73MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   32.30%    22.54MiB / 3.823GiB   0.58%     5.35MB / 8.25MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   33.36%    37.71MiB / 3.823GiB   0.96%     6.48MB / 6.46MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   24.90%    40.04MiB / 3.823GiB   1.02%     7.72MB / 8.17MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   13.32%    36.41MiB / 3.823GiB   0.93%     5.85MB / 6.12MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.22%     26.75MiB / 3.823GiB   0.68%     29.2kB / 10.5kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            9.50%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 365kB    36
a904fd02bd23   mongodb             47.29%    198.8MiB / 3.823GiB   5.08%     25.7MB / 7.32MB   151MB / 0B       52
ceb0d2ea3b2c   redis               23.02%    13.51MiB / 3.823GiB   0.35%     42.5MB / 8.71MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               74.83%    492.7MiB / 3.823GiB   12.59%    20.4MB / 38MB     73.6MB / 238kB   139
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           65.48%    1.296GiB / 3.823GiB   33.90%    38.6kB / 19.7MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   11.01%    23.82MiB / 3.823GiB   0.61%     6.95MB / 11MB     4.46MB / 0B      8
6e85ac607f95   consumidor_mongo3   37.39%    37.07MiB / 3.823GiB   0.95%     5.65MB / 5.54MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   30.18%    23.53MiB / 3.823GiB   0.60%     7.26MB / 11.3MB   549kB / 0B       8
986f9a8d571d   cliente_atm         0.03%     25.49MiB / 3.823GiB   0.65%     71.5kB / 116kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   1.13%     23.29MiB / 3.823GiB   0.60%     6MB / 9.56MB      1.61MB / 0B      2
419d1a66ad25   sectorizador        20.85%    26.45MiB / 3.823GiB   0.68%     2.87MB / 2.81MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   39.22%    24.23MiB / 3.823GiB   0.62%     5.76MB / 8.9MB    36.9kB / 0B      8
b46a6a7a11f6   consumidor_mongo2   19.79%    38MiB / 3.823GiB      0.97%     6.53MB / 6.52MB   5.44MB / 0B      13
5efedfa0f876   consumidor_mongo4   29.39%    43.01MiB / 3.823GiB   1.10%     7.76MB / 8.37MB   4.49MB / 0B      15
82a1fb9fe702   consumidor_mongo1   18.18%    36.4MiB / 3.823GiB    0.93%     5.88MB / 6.32MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.18%     26.75MiB / 3.823GiB   0.68%     29.2kB / 10.5kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.87%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 377kB    36
a904fd02bd23   mongodb             55.20%    207.4MiB / 3.823GiB   5.30%     26.3MB / 7.47MB   151MB / 0B       56
ceb0d2ea3b2c   redis               28.78%    13.5MiB / 3.823GiB    0.34%     43.2MB / 8.87MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               90.30%    498.2MiB / 3.823GiB   12.73%    20.7MB / 38.5MB   73.6MB / 238kB   139
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.75%     1.294GiB / 3.823GiB   33.86%    39.9kB / 20.7MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.43%     22.72MiB / 3.823GiB   0.58%     7.16MB / 11.4MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   68.99%    37.09MiB / 3.823GiB   0.95%     5.75MB / 5.83MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   18.71%    22.47MiB / 3.823GiB   0.57%     7.7MB / 12.3MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.01%     25.49MiB / 3.823GiB   0.65%     72.8kB / 118kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.62%     23.29MiB / 3.823GiB   0.60%     6.41MB / 10.2MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.45MiB / 3.823GiB   0.68%     2.87MB / 2.81MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.96%     21.56MiB / 3.823GiB   0.55%     6.2MB / 9.84MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   49.14%    37.7MiB / 3.823GiB    0.96%     6.61MB / 6.94MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   48.80%    41.05MiB / 3.823GiB   1.05%     8.32MB / 8.65MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   64.06%    36.52MiB / 3.823GiB   0.93%     6.75MB / 6.59MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.07%     26.75MiB / 3.823GiB   0.68%     29.9kB / 10.8kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.27%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 377kB    36
a904fd02bd23   mongodb             127.92%   229.6MiB / 3.823GiB   5.87%     27.6MB / 7.81MB   151MB / 0B       61
ceb0d2ea3b2c   redis               5.06%     13.54MiB / 3.823GiB   0.35%     46.1MB / 9.26MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               106.16%   525.4MiB / 3.823GiB   13.42%    21.6MB / 40.8MB   73.6MB / 238kB   150
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           70.24%    1.295GiB / 3.823GiB   33.89%    40.7kB / 21.3MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   24.52%    22.73MiB / 3.823GiB   0.58%     7.33MB / 11.4MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   42.15%    37.1MiB / 3.823GiB    0.95%     5.87MB / 6.3MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   17.73%    22.72MiB / 3.823GiB   0.58%     7.88MB / 12.3MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.01%     25.49MiB / 3.823GiB   0.65%     74.3kB / 120kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   17.54%    23.3MiB / 3.823GiB    0.60%     6.59MB / 10.2MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.45MiB / 3.823GiB   0.68%     2.87MB / 2.81MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   14.07%    22.18MiB / 3.823GiB   0.57%     6.38MB / 9.87MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   30.68%    37.81MiB / 3.823GiB   0.97%     6.73MB / 7.25MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   30.33%    41.06MiB / 3.823GiB   1.05%     8.42MB / 8.94MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   32.74%    36.67MiB / 3.823GiB   0.94%     6.86MB / 6.89MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.11%     26.75MiB / 3.823GiB   0.68%     29.9kB / 10.8kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.16%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 377kB    36
a904fd02bd23   mongodb             67.20%    168.2MiB / 3.823GiB   4.30%     29MB / 8.27MB     151MB / 0B       45
ceb0d2ea3b2c   redis               24.77%    13.47MiB / 3.823GiB   0.34%     46.2MB / 9.33MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               80.59%    485.1MiB / 3.823GiB   12.39%    22.3MB / 41.5MB   73.6MB / 238kB   132
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           3.41%     1.296GiB / 3.823GiB   33.89%    41.7kB / 22MB     2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.51%     22.72MiB / 3.823GiB   0.58%     7.57MB / 12MB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   63.78%    39.39MiB / 3.823GiB   1.01%     6.9MB / 6.54MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.03%     22.47MiB / 3.823GiB   0.57%     8.11MB / 12.9MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.03%     25.49MiB / 3.823GiB   0.65%     75.6kB / 122kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   4.21%     23.29MiB / 3.823GiB   0.60%     6.82MB / 10.9MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        75.91%    26.49MiB / 3.823GiB   0.68%     3.14MB / 2.96MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   7.33%     22.18MiB / 3.823GiB   0.57%     6.64MB / 10.5MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   49.86%    40.25MiB / 3.823GiB   1.03%     7.84MB / 7.49MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   70.14%    41.06MiB / 3.823GiB   1.05%     8.48MB / 9.18MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   61.63%    36.68MiB / 3.823GiB   0.94%     6.91MB / 7.12MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.17%     26.75MiB / 3.823GiB   0.68%     30.7kB / 11.1kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.19%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 381kB    36
a904fd02bd23   mongodb             102.67%   168.4MiB / 3.823GiB   4.30%     29.9MB / 8.52MB   151MB / 0B       45
ceb0d2ea3b2c   redis               18.56%    13.68MiB / 3.823GiB   0.35%     48.8MB / 9.91MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               189.47%   487.6MiB / 3.823GiB   12.46%    22.9MB / 44.2MB   73.6MB / 238kB   137
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           59.20%    1.296GiB / 3.823GiB   33.90%    43.3kB / 22.4MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   41.44%    22.98MiB / 3.823GiB   0.59%     7.75MB / 12.1MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   30.40%    39.39MiB / 3.823GiB   1.01%     6.96MB / 6.62MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.12%     22.47MiB / 3.823GiB   0.57%     8.11MB / 12.9MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.49MiB / 3.823GiB   0.65%     77.2kB / 125kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.95%     23.29MiB / 3.823GiB   0.60%     6.82MB / 10.9MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        44.55%    26.49MiB / 3.823GiB   0.68%     3.25MB / 3.15MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   7.39%     22.18MiB / 3.823GiB   0.57%     6.8MB / 10.5MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   25.25%    40.15MiB / 3.823GiB   1.03%     7.9MB / 7.74MB    5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   47.51%    41.06MiB / 3.823GiB   1.05%     8.88MB / 9.44MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   19.91%    36.68MiB / 3.823GiB   0.94%     6.97MB / 7.35MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.07%     26.75MiB / 3.823GiB   0.68%     30.7kB / 11.1kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.21%     230.4MiB / 3.823GiB   5.89%     93kB / 9.48kB     106MB / 381kB    36
a904fd02bd23   mongodb             81.80%    168.5MiB / 3.823GiB   4.30%     30.7MB / 8.77MB   151MB / 0B       45
ceb0d2ea3b2c   redis               25.25%    13.48MiB / 3.823GiB   0.34%     49.1MB / 10MB     16.5MB / 0B      6
7ee7bfcd070a   kafka               128.63%   504.3MiB / 3.823GiB   12.88%    23.4MB / 44.8MB   73.6MB / 238kB   138
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.30%     1.295GiB / 3.823GiB   33.88%    44.9kB / 23.2MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   34.58%    23.13MiB / 3.823GiB   0.59%     8.18MB / 13MB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   23.20%    39.39MiB / 3.823GiB   1.01%     7.01MB / 6.84MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   0.58%     22.47MiB / 3.823GiB   0.57%     8.11MB / 12.9MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.49MiB / 3.823GiB   0.65%     78.6kB / 127kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   29.04%    23.74MiB / 3.823GiB   0.61%     7.37MB / 11.2MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        12.78%    26.48MiB / 3.823GiB   0.68%     3.29MB / 3.23MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   31.72%    22.28MiB / 3.823GiB   0.57%     7.07MB / 11.2MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   34.01%    40.16MiB / 3.823GiB   1.03%     7.96MB / 7.97MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   40.75%    41.06MiB / 3.823GiB   1.05%     8.93MB / 9.66MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   48.22%    36.68MiB / 3.823GiB   0.94%     7.03MB / 7.59MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.10%     26.75MiB / 3.823GiB   0.68%     31.4kB / 11.3kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            10.15%    230.4MiB / 3.823GiB   5.89%     105kB / 10.5kB    106MB / 381kB    36
a904fd02bd23   mongodb             83.01%    185MiB / 3.823GiB     4.73%     31.6MB / 8.99MB   151MB / 0B       52
ceb0d2ea3b2c   redis               21.17%    13.57MiB / 3.823GiB   0.35%     51.1MB / 10.4MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               90.87%    538.1MiB / 3.823GiB   13.75%    24.2MB / 45.8MB   73.6MB / 238kB   156
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           39.15%    1.295GiB / 3.823GiB   33.88%    45.3kB / 23.4MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   12.12%    23.13MiB / 3.823GiB   0.59%     8.18MB / 13MB     4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   36.64%    39.39MiB / 3.823GiB   1.01%     7.09MB / 7.09MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.63%     22.47MiB / 3.823GiB   0.57%     8.11MB / 12.9MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.22%     25.49MiB / 3.823GiB   0.65%     78.6kB / 127kB    11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   13.00%    22.68MiB / 3.823GiB   0.58%     7.44MB / 11.8MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.48MiB / 3.823GiB   0.68%     3.29MB / 3.23MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   58.19%    22.27MiB / 3.823GiB   0.57%     7.26MB / 11.3MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   33.45%    40.16MiB / 3.823GiB   1.03%     8.05MB / 8.23MB   5.44MB / 0B      8
5efedfa0f876   consumidor_mongo4   7.09%     41.05MiB / 3.823GiB   1.05%     8.96MB / 9.86MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   42.59%    39.66MiB / 3.823GiB   1.01%     7.87MB / 7.83MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.10%     26.75MiB / 3.823GiB   0.68%     31.4kB / 11.3kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.61%     230.4MiB / 3.823GiB   5.89%     105kB / 10.5kB    106MB / 381kB    36
a904fd02bd23   mongodb             69.18%    203.4MiB / 3.823GiB   5.20%     32.6MB / 9.25MB   151MB / 0B       65
ceb0d2ea3b2c   redis               5.73%     13.48MiB / 3.823GiB   0.34%     51.8MB / 10.5MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               103.81%   551.4MiB / 3.823GiB   14.09%    24.4MB / 46.7MB   73.6MB / 238kB   159
