CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
5efedfa0f876   consumidor_mongo4   38.57%    34.85MiB / 3.823GiB   0.89%     1.51MB / 1.17MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   41.01%    32.96MiB / 3.823GiB   0.84%     1.07MB / 1.19MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.91%     26.75MiB / 3.823GiB   0.68%     19.1kB / 7.14kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            87.28%    229.3MiB / 3.823GiB   5.86%     7.79kB / 1.9kB    106MB / 287kB    36
a904fd02bd23   mongodb             67.17%    107.6MiB / 3.823GiB   2.75%     3.78MB / 1.13MB   151MB / 0B       45
ceb0d2ea3b2c   redis               13.29%    12.99MiB / 3.823GiB   0.33%     7.81MB / 1.52MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               110.37%   511.4MiB / 3.823GiB   13.07%    4.11MB / 6.59MB   73.5MB / 238kB   154
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           94.61%    1.295GiB / 3.823GiB   33.89%    12.1kB / 4.49MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   6.64%     22.07MiB / 3.823GiB   0.56%     1.07MB / 1.43MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   11.89%    32.68MiB / 3.823GiB   0.83%     959kB / 893kB     4.35MB / 0B      8
52327ce982a8   consumidor_redis4   44.02%    21.22MiB / 3.823GiB   0.54%     2.6MB / 3.92MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.04%     25.45MiB / 3.823GiB   0.65%     36.6kB / 58.2kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   5.79%     21.22MiB / 3.823GiB   0.54%     1.13MB / 1.54MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        27.27%    26.27MiB / 3.823GiB   0.67%     610kB / 449kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   7.58%     20.9MiB / 3.823GiB    0.53%     889kB / 1.16MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   31.67%    33.47MiB / 3.823GiB   0.86%     986kB / 926kB     5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   64.98%    34.95MiB / 3.823GiB   0.89%     1.61MB / 1.63MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   7.31%     32.98MiB / 3.823GiB   0.84%     1.23MB / 1.2MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.13%     26.75MiB / 3.823GiB   0.68%     19.5kB / 7.33kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            60.01%    230.6MiB / 3.823GiB   5.89%     34.6kB / 4.2kB    106MB / 287kB    36
a904fd02bd23   mongodb             70.61%    131.5MiB / 3.823GiB   3.36%     4.33MB / 1.31MB   151MB / 0B       52
ceb0d2ea3b2c   redis               16.50%    13.14MiB / 3.823GiB   0.34%     8.2MB / 1.78MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               120.50%   536.6MiB / 3.823GiB   13.71%    4.91MB / 8.05MB   73.6MB / 238kB   157
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.41%     1.295GiB / 3.823GiB   33.88%    12.6kB / 4.64MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.44%     22.08MiB / 3.823GiB   0.56%     1.12MB / 1.76MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   25.87%    32.68MiB / 3.823GiB   0.83%     1.02MB / 971kB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   39.67%    20.89MiB / 3.823GiB   0.53%     3.05MB / 4.91MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.45MiB / 3.823GiB   0.65%     38kB / 60.5kB     11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.93%     20.76MiB / 3.823GiB   0.53%     1.29MB / 2.06MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        41.68%    26.2MiB / 3.823GiB    0.67%     691kB / 592kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   1.56%     20.42MiB / 3.823GiB   0.52%     931kB / 1.48MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   34.84%    33.55MiB / 3.823GiB   0.86%     1.2MB / 1.17MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   48.24%    37.84MiB / 3.823GiB   0.97%     2.74MB / 1.89MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   44.50%    32.98MiB / 3.823GiB   0.84%     1.4MB / 1.47MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.06%     26.75MiB / 3.823GiB   0.68%     19.9kB / 7.39kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.14%     229.9MiB / 3.823GiB   5.87%     34.6kB / 4.2kB    106MB / 287kB    36
a904fd02bd23   mongodb             103.53%   145.8MiB / 3.823GiB   3.72%     5.18MB / 1.59MB   151MB / 0B       56
ceb0d2ea3b2c   redis               19.62%    13.19MiB / 3.823GiB   0.34%     10.5MB / 2.16MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               103.59%   545.7MiB / 3.823GiB   13.94%    5.32MB / 9.75MB   73.6MB / 238kB   156
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           75.44%    1.295GiB / 3.823GiB   33.88%    13.1kB / 4.96MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   17.82%    23.52MiB / 3.823GiB   0.60%     1.12MB / 1.76MB   4.46MB / 0B      8
6e85ac607f95   consumidor_mongo3   17.30%    34.82MiB / 3.823GiB   0.89%     1.19MB / 1.15MB   4.35MB / 0B      14
52327ce982a8   consumidor_redis4   4.49%     21.77MiB / 3.823GiB   0.56%     3.21MB / 4.91MB   549kB / 0B       4
986f9a8d571d   cliente_atm         0.04%     25.45MiB / 3.823GiB   0.65%     39.4kB / 62.8kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   7.67%     20.76MiB / 3.823GiB   0.53%     1.29MB / 2.07MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.19MiB / 3.823GiB   0.67%     809kB / 800kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   7.20%     20.9MiB / 3.823GiB    0.53%     1.09MB / 1.48MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   3.41%     33.54MiB / 3.823GiB   0.86%     1.23MB / 1.36MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   42.81%    37.99MiB / 3.823GiB   0.97%     2.83MB / 2.17MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   16.83%    32.98MiB / 3.823GiB   0.84%     1.43MB / 1.6MB    5.52MB / 0B      8
753b27d990ef   cliente_historico   0.65%     26.75MiB / 3.823GiB   0.68%     20.2kB / 7.59kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.46%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 303kB    36
a904fd02bd23   mongodb             85.03%    180.9MiB / 3.823GiB   4.62%     5.96MB / 1.75MB   151MB / 0B       61
ceb0d2ea3b2c   redis               3.19%     13.05MiB / 3.823GiB   0.33%     10.7MB / 2.28MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               119.61%   558.8MiB / 3.823GiB   14.28%    5.65MB / 10.2MB   73.6MB / 238kB   137
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           5.88%     1.295GiB / 3.823GiB   33.89%    14.4kB / 5.84MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   23.89%    22.08MiB / 3.823GiB   0.56%     1.3MB / 1.81MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   29.58%    33.18MiB / 3.823GiB   0.85%     1.23MB / 1.21MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   35.74%    21.52MiB / 3.823GiB   0.55%     3.46MB / 5.57MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.01%     25.45MiB / 3.823GiB   0.65%     40.8kB / 65.2kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   40.40%    20.76MiB / 3.823GiB   0.53%     1.5MB / 2.4MB     1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.19MiB / 3.823GiB   0.67%     809kB / 800kB     23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   37.80%    20.75MiB / 3.823GiB   0.53%     1.34MB / 2.13MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   38.74%    33.54MiB / 3.823GiB   0.86%     1.41MB / 1.39MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   35.30%    38.4MiB / 3.823GiB    0.98%     2.87MB / 2.38MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   27.58%    32.99MiB / 3.823GiB   0.84%     1.61MB / 1.62MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.14%     26.75MiB / 3.823GiB   0.68%     20.6kB / 7.66kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.17%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 303kB    36
a904fd02bd23   mongodb             48.79%    115MiB / 3.823GiB     2.94%     6.28MB / 1.87MB   151MB / 0B       45
ceb0d2ea3b2c   redis               26.47%    13.16MiB / 3.823GiB   0.34%     12.4MB / 2.54MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               108.70%   500.4MiB / 3.823GiB   12.78%    6.54MB / 11.4MB   73.6MB / 238kB   136
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           41.49%    1.295GiB / 3.823GiB   33.89%    15.3kB / 6.15MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.98%     22.08MiB / 3.823GiB   0.56%     1.53MB / 2.42MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   1.24%     33.18MiB / 3.823GiB   0.85%     1.48MB / 1.65MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   0.69%     20.96MiB / 3.823GiB   0.54%     3.6MB / 5.79MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.01%     25.47MiB / 3.823GiB   0.65%     42.3kB / 67.5kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   43.60%    21.23MiB / 3.823GiB   0.54%     1.68MB / 2.44MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        47.88%    26.22MiB / 3.823GiB   0.67%     1.05MB / 901kB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   9.81%     20.75MiB / 3.823GiB   0.53%     1.35MB / 2.13MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   22.57%    33.54MiB / 3.823GiB   0.86%     1.68MB / 1.86MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   41.92%    38.53MiB / 3.823GiB   0.98%     3.02MB / 2.82MB   4.49MB / 0B      14
82a1fb9fe702   consumidor_mongo1   86.43%    32.99MiB / 3.823GiB   0.84%     1.82MB / 1.85MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.61%     26.75MiB / 3.823GiB   0.68%     21kB / 7.84kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.17%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 303kB    36
a904fd02bd23   mongodb             39.67%    119.5MiB / 3.823GiB   3.05%     7.85MB / 2.28MB   151MB / 0B       45
ceb0d2ea3b2c   redis               21.05%    13.2MiB / 3.823GiB    0.34%     13.4MB / 2.91MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               65.59%    463.6MiB / 3.823GiB   11.84%    6.87MB / 12.1MB   73.6MB / 238kB   135
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.90%     1.295GiB / 3.823GiB   33.87%    17.2kB / 7.04MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   28.11%    22.08MiB / 3.823GiB   0.56%     1.66MB / 2.45MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   52.89%    33.18MiB / 3.823GiB   0.85%     1.65MB / 1.66MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   35.30%    21.37MiB / 3.823GiB   0.55%     3.8MB / 6.11MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.01%     25.47MiB / 3.823GiB   0.65%     43.7kB / 69.8kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   32.92%    22.66MiB / 3.823GiB   0.58%     2.12MB / 3.39MB   1.61MB / 0B      9
419d1a66ad25   sectorizador        28.03%    26.22MiB / 3.823GiB   0.67%     1.11MB / 1MB      23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   21.95%    21.27MiB / 3.823GiB   0.54%     1.53MB / 2.18MB   36.9kB / 0B      7
b46a6a7a11f6   consumidor_mongo2   34.49%    33.55MiB / 3.823GiB   0.86%     1.81MB / 1.88MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   48.04%    38.16MiB / 3.823GiB   0.97%     3.11MB / 3.1MB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   35.92%    32.99MiB / 3.823GiB   0.84%     1.89MB / 1.94MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.94%     26.75MiB / 3.823GiB   0.68%     21.4kB / 7.91kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.20%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 307kB    36
a904fd02bd23   mongodb             67.02%    121.5MiB / 3.823GiB   3.11%     8.24MB / 2.46MB   151MB / 0B       45
ceb0d2ea3b2c   redis               27.24%    13.26MiB / 3.823GiB   0.34%     14.8MB / 3.18MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               72.88%    472.4MiB / 3.823GiB   12.07%    7.77MB / 13.1MB   73.6MB / 238kB   134
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.62%     1.295GiB / 3.823GiB   33.87%    17.2kB / 7.04MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   1.72%     22.08MiB / 3.823GiB   0.56%     1.67MB / 2.65MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   48.30%    33.18MiB / 3.823GiB   0.85%     1.71MB / 1.9MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   1.16%     20.89MiB / 3.823GiB   0.53%     3.8MB / 6.11MB    549kB / 0B       2
986f9a8d571d   cliente_atm         0.02%     25.47MiB / 3.823GiB   0.65%     45kB / 72.1kB     11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   6.83%     21.62MiB / 3.823GiB   0.55%     2.53MB / 4.05MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        41.52%    26.22MiB / 3.823GiB   0.67%     1.21MB / 1.2MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   8.96%     20.88MiB / 3.823GiB   0.53%     1.55MB / 2.47MB   36.9kB / 0B      3
b46a6a7a11f6   consumidor_mongo2   1.25%     33.54MiB / 3.823GiB   0.86%     1.84MB / 2.03MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   35.67%    39.41MiB / 3.823GiB   1.01%     3.94MB / 3.55MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   58.84%    34.55MiB / 3.823GiB   0.88%     2.63MB / 2.41MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.29%     26.75MiB / 3.823GiB   0.68%     21.8kB / 8.11kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.23%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 307kB    36
a904fd02bd23   mongodb             114.29%   154.8MiB / 3.823GiB   3.95%     9.56MB / 2.77MB   151MB / 0B       65
ceb0d2ea3b2c   redis               18.18%    13.21MiB / 3.823GiB   0.34%     16.1MB / 3.42MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               202.48%   501.1MiB / 3.823GiB   12.80%    7.78MB / 14.8MB   73.6MB / 238kB   150
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.67%     1.295GiB / 3.823GiB   33.87%    18.8kB / 8.25MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   43.14%    22.1MiB / 3.823GiB    0.56%     2.08MB / 3.3MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   36.40%    33.18MiB / 3.823GiB   0.85%     1.92MB / 1.97MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   4.87%     20.89MiB / 3.823GiB   0.53%     4.01MB / 6.44MB   549kB / 0B       2
986f9a8d571d   cliente_atm         0.92%     25.47MiB / 3.823GiB   0.65%     46.4kB / 74.5kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   44.22%    22.07MiB / 3.823GiB   0.56%     3.12MB / 4.75MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.22MiB / 3.823GiB   0.67%     1.21MB / 1.2MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   25.80%    20.79MiB / 3.823GiB   0.53%     1.9MB / 3.03MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   51.50%    33.55MiB / 3.823GiB   0.86%     2.06MB / 2.12MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   48.35%    39.41MiB / 3.823GiB   1.01%     4.02MB / 3.81MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   36.92%    34.67MiB / 3.823GiB   0.89%     2.68MB / 2.64MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.32%     26.75MiB / 3.823GiB   0.68%     22.1kB / 8.17kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.53%     230MiB / 3.823GiB     5.88%     46.1kB / 5.24kB   106MB / 307kB    36
a904fd02bd23   mongodb             94.76%    164.4MiB / 3.823GiB   4.20%     10.2MB / 3.02MB   151MB / 0B       56
ceb0d2ea3b2c   redis               29.79%    13.79MiB / 3.823GiB   0.35%     18.4MB / 3.75MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               84.03%    527.1MiB / 3.823GiB   13.47%    9MB / 16.3MB      73.6MB / 238kB   152
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           72.57%    1.295GiB / 3.823GiB   33.87%    18.8kB / 8.25MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.47%     22.09MiB / 3.823GiB   0.56%     2.09MB / 3.3MB    4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   0.92%     33.18MiB / 3.823GiB   0.85%     2.1MB / 2.33MB    4.35MB / 0B      8
52327ce982a8   consumidor_redis4   0.44%     20.89MiB / 3.823GiB   0.53%     4.01MB / 6.45MB   549kB / 0B       2
986f9a8d571d   cliente_atm         2.51%     25.47MiB / 3.823GiB   0.65%     47.9kB / 76.7kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.56%     21.31MiB / 3.823GiB   0.54%     3.14MB / 5.03MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.22MiB / 3.823GiB   0.67%     1.21MB / 1.2MB    23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.42%     20.79MiB / 3.823GiB   0.53%     1.91MB / 3.03MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   0.91%     33.55MiB / 3.823GiB   0.86%     2.3MB / 2.53MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   67.09%    39.41MiB / 3.823GiB   1.01%     4.2MB / 4.48MB    4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   67.73%    36.56MiB / 3.823GiB   0.93%     3.33MB / 3.19MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.06%     26.75MiB / 3.823GiB   0.68%     22.1kB / 8.17kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.20%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 319kB    36
a904fd02bd23   mongodb             84.00%    131.1MiB / 3.823GiB   3.35%     12.2MB / 3.53MB   151MB / 0B       45
ceb0d2ea3b2c   redis               1.36%     13.53MiB / 3.823GiB   0.35%     18.7MB / 3.8MB    16.5MB / 0B      6
7ee7bfcd070a   kafka               137.63%   503.4MiB / 3.823GiB   12.86%    9.01MB / 17.1MB   73.6MB / 238kB   132
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.36%     1.295GiB / 3.823GiB   33.87%    20.5kB / 9.47MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   24.16%    21.98MiB / 3.823GiB   0.56%     2.45MB / 3.89MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   48.83%    33.82MiB / 3.823GiB   0.86%     2.64MB / 2.57MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   29.49%    20.89MiB / 3.823GiB   0.53%     4.42MB / 7.1MB    549kB / 0B       2
986f9a8d571d   cliente_atm         1.90%     25.47MiB / 3.823GiB   0.65%     49.2kB / 78.9kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.79%     21.62MiB / 3.823GiB   0.55%     3.35MB / 5.35MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        29.54%    26.24MiB / 3.823GiB   0.67%     1.46MB / 1.32MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   28.01%    21.45MiB / 3.823GiB   0.55%     2.45MB / 3.4MB    36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   28.46%    33.55MiB / 3.823GiB   0.86%     2.64MB / 2.79MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   42.80%    39.64MiB / 3.823GiB   1.01%     4.75MB / 4.75MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   37.43%    36.56MiB / 3.823GiB   0.93%     3.41MB / 3.61MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.16%     26.75MiB / 3.823GiB   0.68%     23kB / 8.42kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            1.41%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 319kB    36
a904fd02bd23   mongodb             77.28%    135.5MiB / 3.823GiB   3.46%     13.4MB / 3.82MB   151MB / 0B       45
ceb0d2ea3b2c   redis               31.14%    13.49MiB / 3.823GiB   0.34%     20.7MB / 4.35MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               79.94%    514.3MiB / 3.823GiB   13.14%    10.2MB / 19.5MB   73.6MB / 238kB   139
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           48.55%    1.295GiB / 3.823GiB   33.88%    20.5kB / 9.47MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   0.66%     21.99MiB / 3.823GiB   0.56%     2.45MB / 3.89MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   55.90%    34.14MiB / 3.823GiB   0.87%     2.71MB / 2.82MB   4.35MB / 0B      8
52327ce982a8   consumidor_redis4   2.30%     20.89MiB / 3.823GiB   0.53%     4.42MB / 7.1MB    549kB / 0B       2
986f9a8d571d   cliente_atm         2.88%     25.47MiB / 3.823GiB   0.65%     50.4kB / 81.1kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   0.49%     21.62MiB / 3.823GiB   0.55%     3.35MB / 5.36MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        60.28%    26.24MiB / 3.823GiB   0.67%     1.59MB / 1.53MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   0.87%     21.16MiB / 3.823GiB   0.54%     2.52MB / 4.01MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   0.99%     33.55MiB / 3.823GiB   0.86%     2.7MB / 2.98MB    5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   47.36%    39.64MiB / 3.823GiB   1.01%     4.86MB / 5.21MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   56.56%    36.58MiB / 3.823GiB   0.93%     3.68MB / 3.93MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.11%     26.75MiB / 3.823GiB   0.68%     23kB / 8.49kB     7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.26%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 319kB    36
a904fd02bd23   mongodb             81.21%    137.3MiB / 3.823GiB   3.51%     14.6MB / 4.17MB   151MB / 0B       45
ceb0d2ea3b2c   redis               16.37%    13.49MiB / 3.823GiB   0.34%     21.5MB / 4.55MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               100.50%   477.7MiB / 3.823GiB   12.20%    10.3MB / 19.7MB   73.6MB / 238kB   139
CONTAINER ID   NAME                CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
40ee97484aba   productor           0.49%     1.295GiB / 3.823GiB   33.89%    22.4kB / 10.7MB   2.43MB / 0B      2
df9b3263d5c5   consumidor_redis2   43.20%    22.09MiB / 3.823GiB   0.56%     3.04MB / 4.58MB   4.46MB / 0B      2
6e85ac607f95   consumidor_mongo3   28.21%    35.05MiB / 3.823GiB   0.90%     2.78MB / 2.91MB   4.35MB / 0B      14
52327ce982a8   consumidor_redis4   48.41%    21.73MiB / 3.823GiB   0.56%     4.96MB / 7.75MB   549kB / 0B       2
986f9a8d571d   cliente_atm         2.07%     25.47MiB / 3.823GiB   0.65%     51.7kB / 83.3kB   11MB / 0B        1
c7e7fefd2ff5   consumidor_redis1   39.91%    21.63MiB / 3.823GiB   0.55%     3.56MB / 5.68MB   1.61MB / 0B      2
419d1a66ad25   sectorizador        0.00%     26.23MiB / 3.823GiB   0.67%     1.62MB / 1.59MB   23.9MB / 0B      4
287dc782ef1b   consumidor_redis3   17.39%    21.59MiB / 3.823GiB   0.55%     2.73MB / 4.34MB   36.9kB / 0B      2
b46a6a7a11f6   consumidor_mongo2   17.60%    33.55MiB / 3.823GiB   0.86%     2.92MB / 3.07MB   5.43MB / 0B      8
5efedfa0f876   consumidor_mongo4   24.44%    39.64MiB / 3.823GiB   1.01%     5.24MB / 5.45MB   4.49MB / 0B      8
82a1fb9fe702   consumidor_mongo1   38.75%    36.58MiB / 3.823GiB   0.93%     3.88MB / 4.14MB   5.52MB / 0B      8
753b27d990ef   cliente_historico   0.56%     26.75MiB / 3.823GiB   0.68%     23.9kB / 8.75kB   7.18MB / 0B      4
530f4ddb2be4   kafka_ui            0.33%     230.2MiB / 3.823GiB   5.88%     57.8kB / 6.28kB   106MB / 319kB    36
a904fd02bd23   mongodb             64.27%    142.9MiB / 3.823GiB   3.65%     15.2MB / 4.42MB   151MB / 0B       51
ceb0d2ea3b2c   redis               23.65%    13.35MiB / 3.823GiB   0.34%     23.6MB / 4.89MB   16.5MB / 0B      6
7ee7bfcd070a   kafka               84.18%    475.6MiB / 3.823GiB   12.15%    11.5MB / 21.5MB   73.6MB / 238kB   131
